image_path,image_name,detection_conf,plate_text,ocr_confidence,x_min,y_min,x_max,y_max,width,height
./input/Car_Number_Plate\IMG_20200222_223835875.jpg,IMG_20200222_223835875.jpg,0.9970731735229492,Không nhận diện,0.0,1270,2160,1855,2305,585,145
./input/Car_Number_Plate\IMG_20200222_223842494.jpg,IMG_20200222_223842494.jpg,0.9996752142906189,IND MHZ3ARGO33],0.3529913650148183,1015,2555,1675,2745,660,190
./input/Car_Number_Plate\IMG_20200222_223909.jpg,IMG_20200222_223909.jpg,0.9995060563087463,Không nhận diện,0.0,1125,2560,2295,2830,1170,270
./input/Car_Number_Plate\IMG_20200222_223911132.jpg,IMG_20200222_223911132.jpg,0.9997240900993347,Không nhận diện,0.0,640,2000,1410,2305,770,305
./input/Car_Number_Plate\IMG_20200222_223916856.jpg,IMG_20200222_223916856.jpg,0.9975888133049011,Không nhận diện,0.0,825,2680,1935,2970,1110,290
./input/Car_Number_Plate\IMG_20200222_223933702.jpg,IMG_20200222_223933702.jpg,0.9835270643234253,MH 4 BL,0.4975107751947403,1295,2380,2245,2610,950,230
./input/Car_Number_Plate\IMG_20200222_223952543.jpg,IMG_20200222_223952543.jpg,0.9932464957237244,MH.43.N.4954,0.7592225480065565,1205,2345,1745,2495,540,150
./input/Car_Number_Plate\IMG_20200222_224006045.jpg,IMG_20200222_224006045.jpg,0.9931767582893372,Không nhận diện,0.0,1030,2590,2040,2860,1010,270
./input/Car_Number_Plate\IMG_20200222_224017.jpg,IMG_20200222_224017.jpg,0.9994136095046997,MH 01 CD 844,0.6602153835308132,600,2890,1600,3360,1000,470
./input/Car_Number_Plate\IMG_20200222_224031264.jpg,IMG_20200222_224031264.jpg,0.9997892379760742,MHO6AW 6175,0.3786895984237904,1060,1740,2130,2000,1070,260
./input/Car_Number_Plate\IMG_20200222_224048.jpg,IMG_20200222_224048.jpg,0.9999008178710938,0641 BW 03 MH,0.9980683176039273,1280,3260,2470,3655,1190,395
./input/Car_Number_Plate\IMG_20200222_224055359.jpg,IMG_20200222_224055359.jpg,0.9998912811279297,d MH/3an2133,0.3849746989798618,1060,1925,1985,2165,925,240
./input/Car_Number_Plate\IMG_20200222_224103.jpg,IMG_20200222_224103.jpg,0.9997101426124573,45 LFH87,0.7355355195198854,1450,2210,2520,2545,1070,335
./input/Car_Number_Plate\IMG_20200222_224105422.jpg,IMG_20200222_224105422.jpg,0.9997796416282654,INU 136,0.7530385993401641,1330,1680,2115,1930,785,250
./input/Car_Number_Plate\IMG_20200222_224114055.jpg,IMG_20200222_224114055.jpg,0.5005107522010803,Không nhận diện,0.0,1435,1845,2280,2065,845,220
./input/Car_Number_Plate\IMG_20200222_224121.jpg,IMG_20200222_224121.jpg,0.9915193915367126,Không nhận diện,0.0,1360,2240,2695,2690,1335,450
./input/Car_Number_Plate\IMG_20200222_224127153.jpg,IMG_20200222_224127153.jpg,0.9987384080886841,MH.02.EE.8242,0.7272209792318536,1260,2485,2125,2705,865,220
./input/Car_Number_Plate\IMG_20200222_224208.jpg,IMG_20200222_224208.jpg,0.9994681477546692,1C03436 MHO,0.5085831417602247,1450,2225,2630,2600,1180,375
./input/Car_Number_Plate\IMG_20200222_224208882.jpg,IMG_20200222_224208882.jpg,0.9967809915542603,43 V MH 4 7660,0.8572184183964577,985,2035,1870,2340,885,305
./input/Car_Number_Plate\IMG_20200222_224224.jpg,IMG_20200222_224224.jpg,0.9960335493087769,Spectra MH 04 DW-8988,0.41852408733368673,1155,2115,2380,2465,1225,350
./input/Car_Number_Plate\IMG_20200222_224226992.jpg,IMG_20200222_224226992.jpg,0.9993094205856323,Mh 43 AT 5312,0.4338072786976598,1330,1925,2165,2110,835,185
./input/Car_Number_Plate\IMG_20200222_224233991.jpg,IMG_20200222_224233991.jpg,0.9933649897575378,MH 04 DJ 3638,0.9949117677216224,780,1735,1595,2040,815,305
./input/Car_Number_Plate\IMG_20200222_224248236.jpg,IMG_20200222_224248236.jpg,0.9935141801834106,KL'U7 BT-1206,0.5704357210166602,990,1830,1600,2200,610,370
./input/Car_Number_Plate\IMG_20200222_224257.jpg,IMG_20200222_224257.jpg,0.9977471232414246,Mh Menma 42777777,0.4670825339929811,830,2245,2180,2585,1350,340
./input/Car_Number_Plate\IMG_20200222_224306.jpg,IMG_20200222_224306.jpg,0.8012554049491882,7656',0.4059466295156604,555,2940,1515,3460,960,520
./input/Car_Number_Plate\IMG_20200222_224332869.jpg,IMG_20200222_224332869.jpg,0.999023973941803,01 543 AX Mh,0.7870539751630891,1410,2325,2220,2615,810,290
./input/Car_Number_Plate\IMG_20200222_224346762.jpg,IMG_20200222_224346762.jpg,0.9998531341552734,[NHO2BP2239,0.666050668381246,1190,1925,1980,2125,790,200
./input/Car_Number_Plate\IMG_20200222_224351774.jpg,IMG_20200222_224351774.jpg,0.9999126195907593,GJ.06.DQ.1872-,0.5556703426467019,980,2715,1815,2925,835,210
./input/Car_Number_Plate\IMG_20200222_224357661.jpg,IMG_20200222_224357661.jpg,0.9994416236877441,Không nhận diện,0.0,980,2265,1820,2555,840,290
./input/Car_Number_Plate\IMG_20200222_224403883.jpg,IMG_20200222_224403883.jpg,0.9992179870605469,HH 46 BE 5696,0.6495642553008867,775,2150,1815,2470,1040,320
./input/Car_Number_Plate\IMG_20200222_224404.jpg,IMG_20200222_224404.jpg,0.5814146995544434,Không nhận diện,0.0,790,2465,1815,2870,1025,405
./input/Car_Number_Plate\IMG_20200222_224413.jpg,IMG_20200222_224413.jpg,0.8522530794143677,MHo1D 4438,0.6801419542611735,625,2185,2065,2545,1440,360
./input/Car_Number_Plate\IMG_20200222_224426809.jpg,IMG_20200222_224426809.jpg,0.9890698790550232,Không nhận diện,0.0,1395,2205,2115,2400,720,195
./input/Car_Number_Plate\IMG_20200222_224439.jpg,IMG_20200222_224439.jpg,0.9926663637161255,"0069 MH.O4,EF",0.7433560858804286,715,3265,2045,3660,1330,395
./input/Car_Number_Plate\IMG_20200222_224448103.jpg,IMG_20200222_224448103.jpg,0.9999125003814697,MHZ3BN9366,0.7016062876992272,1320,2400,1980,2575,660,175
./input/Car_Number_Plate\IMG_20200222_224509.jpg,IMG_20200222_224509.jpg,0.8312448859214783,40 AW 4200,0.6755206279025033,815,3250,2145,3665,1330,415
./input/Car_Number_Plate\IMG_20200222_224524.jpg,IMG_20200222_224524.jpg,0.9998035430908203,MH 01 BF 521,0.9226215255410706,840,2605,2240,3025,1400,420
./input/Car_Number_Plate\IMG_20200222_224531.jpg,IMG_20200222_224531.jpg,0.9998244047164917,MHO1BU 2366,0.9452507884112364,685,2445,2160,2785,1475,340
./input/Car_Number_Plate\IMG_20200222_224542.jpg,IMG_20200222_224542.jpg,0.9996680617332458,MH12 GR 4628,0.9997875791358667,965,3075,2045,3375,1080,300
./input/Car_Number_Plate\IMG_20200222_224604.jpg,IMG_20200222_224604.jpg,0.9960998296737671,Không nhận diện,0.0,575,2150,1740,2520,1165,370
./input/Car_Number_Plate\IMG_20200222_224659.jpg,IMG_20200222_224659.jpg,0.9213988780975342,MHOICJ 3661,0.8037906999562711,1075,2450,2430,2830,1355,380
./input/Car_Number_Plate\IMG_20200222_224831.jpg,IMG_20200222_224831.jpg,0.9998328685760498,MH 7525 EF 04,0.999006624730972,1570,2645,2610,2955,1040,310
./input/Car_Number_Plate\IMG_20200222_224845.jpg,IMG_20200222_224845.jpg,0.998736560344696,4592 CP MHO1,0.8079999144826849,1430,2005,2490,2375,1060,370
./input/Car_Number_Plate\IMG_20200222_224906.jpg,IMG_20200222_224906.jpg,0.801116943359375,MHO1 AH 9551,0.8211162363003442,865,2135,1915,2510,1050,375
./input/Car_Number_Plate\IMG_20200222_224934.jpg,IMG_20200222_224934.jpg,0.9975135922431946,MHO4BN.1185,0.337014317551258,1235,3275,2565,3545,1330,270
./input/Car_Number_Plate\IMG_20200222_225114.jpg,IMG_20200222_225114.jpg,0.9996941685676575,MH.01.AR.2815,0.9801655731558843,1095,2815,2160,3035,1065,220
./input/Car_Number_Plate\IMG_20200222_225122.jpg,IMG_20200222_225122.jpg,0.9997846484184265,MH 02-DJ 6826,0.7830102456911425,940,2455,2065,2725,1125,270
./input/Car_Number_Plate\IMG_20200222_225139.jpg,IMG_20200222_225139.jpg,0.9998432397842407,MHO1BU4584,0.39136253213534844,855,2115,1825,2380,970,265
./input/Car_Number_Plate\IMG_20200222_225148.jpg,IMG_20200222_225148.jpg,0.99910968542099,01 MH AV 5238,0.8106211252709905,630,2170,1775,2580,1145,410
./input/Car_Number_Plate\IMG_20200222_225158.jpg,IMG_20200222_225158.jpg,0.9756544232368469,MHOI BY 1130,0.8272245875007328,605,3070,1880,3535,1275,465
./input/Car_Number_Plate\IMG_20200222_225215.jpg,IMG_20200222_225215.jpg,0.9966253638267517,MH 01 DB 0429,0.9684671276375872,1250,2955,2505,3260,1255,305
./input/Car_Number_Plate\IMG_20200222_225234.jpg,IMG_20200222_225234.jpg,0.8499761819839478,MH 01 BT 7607,0.9732445004863063,615,2470,2070,2805,1455,335
./input/Car_Number_Plate\IMG_20200222_225240.jpg,IMG_20200222_225240.jpg,0.9997672438621521,MH 43 X 4179,0.872701327873729,995,2270,2095,2600,1100,330
./input/Car_Number_Plate\IMG_20200222_225248.jpg,IMG_20200222_225248.jpg,0.9996547102928162,TN 09 0916 AR,0.9446360323758269,925,2125,1915,2430,990,305
./input/Car_Number_Plate\IMG_20200222_225257.jpg,IMG_20200222_225257.jpg,0.9963350296020508,HHGIAR5357 reladiecarz com,0.6158507245801664,820,2715,1900,3080,1080,365
./input/Car_Number_Plate\IMG_20200222_225309.jpg,IMG_20200222_225309.jpg,0.6401870250701904,MHOLCVỎ382,0.6550827378523638,865,2415,2345,2770,1480,355
./input/Car_Number_Plate\IMG_20200222_225315.jpg,IMG_20200222_225315.jpg,0.9997944831848145,MH 01U 9696,0.7016527198089311,1205,1735,2030,1945,825,210
./input/Car_Number_Plate\IMG_20200222_225340.jpg,IMG_20200222_225340.jpg,0.9998670816421509,MHO2 EZ 4141,0.9855916960722945,855,2345,2010,2705,1155,360
./input/Car_Number_Plate\IMG_20200222_225356.jpg,IMG_20200222_225356.jpg,0.9999490976333618,Không nhận diện,0.0,645,2395,1695,3025,1050,630
./input/Car_Number_Plate\IMG_20200222_225600.jpg,IMG_20200222_225600.jpg,0.9995930194854736,MH.04.AS.4519,0.9955284998207423,1070,2445,2270,2745,1200,300
./input/Car_Number_Plate\IMG_20200222_225635.jpg,IMG_20200222_225635.jpg,0.9995083212852478,MH 01 MA:5862,0.6292904835782964,870,2270,2100,2635,1230,365
./input/Car_Number_Plate\IMG_20200222_225657.jpg,IMG_20200222_225657.jpg,0.9994381070137024,MHC2BH9389,0.4985454147654078,1305,2495,2380,2805,1075,310
./input/Car_Number_Plate\IMG_20200222_225718.jpg,IMG_20200222_225718.jpg,0.9990450143814087,MH 01 BF 8502,0.9539069514093802,1040,3045,2240,3355,1200,310
./input/Car_Number_Plate\IMG_20200222_225749.jpg,IMG_20200222_225749.jpg,0.9997636675834656,Không nhận diện,0.0,1005,2795,2025,3030,1020,235
./input/Car_Number_Plate\IMG_20200222_225818.jpg,IMG_20200222_225818.jpg,0.9996271133422852,IND MHO1DK2052,0.8425001571796327,1105,2400,2385,2690,1280,290
./input/Car_Number_Plate\IMG_20200222_225825.jpg,IMG_20200222_225825.jpg,0.9997721910476685,Không nhận diện,0.0,1165,2995,2345,3295,1180,300
./input/Car_Number_Plate\IMG_20200222_225835.jpg,IMG_20200222_225835.jpg,0.9998040199279785,INU MHG1BB8966,0.622562797599918,1120,2150,2155,2440,1035,290
./input/Car_Number_Plate\IMG_20200222_225841.jpg,IMG_20200222_225841.jpg,0.9998729228973389,INt) RJ27CH9002,0.6037144608121989,1055,2780,2085,3075,1030,295
./input/Car_Number_Plate\IMG_20200222_230003.jpg,IMG_20200222_230003.jpg,0.9991235136985779,Không nhận diện,0.0,1140,2385,2230,2695,1090,310
./input/Car_Number_Plate\IMG_20200222_230018.jpg,IMG_20200222_230018.jpg,0.9997235536575317,HH 23 R 7803,0.30930015197088007,1270,1955,2305,2270,1035,315
./input/Car_Number_Plate\IMG_20200222_230108.jpg,IMG_20200222_230108.jpg,0.9984892010688782,40 HHO ZEX2083,0.47453472799643115,1000,2200,2335,2535,1335,335
./input/Car_Number_Plate\IMG_20200222_230123.jpg,IMG_20200222_230123.jpg,0.8150402903556824,MH OLAH 4481,0.6301841594238019,925,2705,2170,3020,1245,315
./input/Car_Number_Plate\IMG_20200222_231859.jpg,IMG_20200222_231859.jpg,0.996369481086731,MH.02.DG.8860,0.7675223517442314,1205,2375,2025,2525,820,150
./input/Car_Number_Plate\IMG_20200222_231925.jpg,IMG_20200222_231925.jpg,0.9998595714569092,MH 06 4F7587,0.5907110655687181,1005,2795,2015,3015,1010,220
./input/Car_Number_Plate\IMG_20200222_232208.jpg,IMG_20200222_232208.jpg,0.9997221231460571,MH O5 DS 7642,0.6908015291456251,1160,2760,1910,2980,750,220
./input/Car_Number_Plate\IMG_5160.jpg,IMG_5160.jpg,0.9992636442184448,Không nhận diện,0.0,195,190,380,230,185,40
./input/Car_Number_Plate\jupitor-plastics-edapally-ernakulam-car-number-plate-dealers-jubn7.jpg,jupitor-plastics-edapally-ernakulam-car-number-plate-dealers-jubn7.jpg,0.9977863430976868,KL 40 J 25 6 5,0.5557864004996471,650,610,1405,760,755,150
./input/Car_Number_Plate\nety.jpg,nety.jpg,0.9989002346992493,3AZ 5280,0.9449639403750778,490,565,840,660,350,95
./input/Car_Number_Plate\New-2015-Honda-Jazz-rear-2.jpg,New-2015-Honda-Jazz-rear-2.jpg,0.9996126890182495,UP 16 TC1730,0.7358891879044495,610,480,970,555,360,75
./input/Car_Number_Plate\New-Honda-Amaze24.jpg,New-Honda-Amaze24.jpg,0.9914517402648926,UP 16BY 1925,0.9692778802093299,220,130,410,170,190,40
./input/Car_Number_Plate\Skoda-Rapid-10.jpg,Skoda-Rapid-10.jpg,0.9992815256118774,MH2O BY 4463,0.462836238367399,420,285,730,345,310,60
./input/Car_Number_Plate\Skoda-Rapid-Photos-3.jpg,Skoda-Rapid-Photos-3.jpg,0.9723846912384033,MH20D.J0423,0.7078333797040447,290,210,480,250,190,40
./input/Car_Number_Plate\speedex-nuxycd.jpg,speedex-nuxycd.jpg,0.9066982269287109,KL 40 L 5577,0.5898502913143038,245,290,495,350,250,60
./input/Car_Number_Plate\WhatsApp Image 2020-02-23 at 12.23.26 AM.jpeg,WhatsApp Image 2020-02-23 at 12.23.26 AM.jpeg,0.7244580388069153,HH-BA 740,0.6081928482152763,755,335,890,370,135,35
./input/Car_Number_Plate\WhatsApp Image 2020-02-23 at 12.23.27 AM (1).jpeg,WhatsApp Image 2020-02-23 at 12.23.27 AM (1).jpeg,0.7176209688186646,KL54 A 2670,0.7184726751631952,410,475,655,530,245,55
